Ticket_ID,Subject,Description,Category,Priority,Timestamp
167,Add dark mode option,Please add a dark mode theme option. It would be easier on the eyes during night work.,Feature Request,Low,2025-10-05 15:08:54
168,Permission access problem,I should have admin access but I'm only seeing user-level permissions. Please fix this.,Account Management,Medium,2025-10-04 15:08:54
169,Payment method update,I need to update my payment method. My credit card expired and I want to use a new one. Please help as soon as possible.,Billing Inquiry,Medium,2025-11-06 22:08:54
170,Password reset request,I forgot my password and need to reset it. The reset link in email is not working. Thank you for your assistance.,Account Management,High,2025-11-23 23:08:54
171,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once.,Feature Request,High,2025-10-05 14:08:54
172,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,Critical,2025-12-04 23:08:54
173,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,High,2025-11-07 01:08:54
174,Data not saving correctly,"When I fill out the form and click save, the data disappears. This is very frustrating.",Bug Report,Critical,2025-11-30 23:08:54
175,Invoice download issue,I'm unable to download my invoice. The download link doesn't work.,Billing Inquiry,Low,2025-09-26 22:08:54
176,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong.,Account Management,Low,2025-11-15 08:08:54
177,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain? This is affecting my work.,Billing Inquiry,High,2025-12-20 03:08:54
178,Request for mobile app,It would be great to have a mobile app version. Many users work on the go. This is urgent.,Feature Request,High,2025-11-01 00:08:54
179,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available. Please help as soon as possible.,Feature Request,High,2025-12-18 17:08:54
180,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong.,Account Management,Critical,2025-12-05 04:08:54
181,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,High,2025-10-28 12:08:54
182,SSL certificate issue,There's an SSL certificate error when accessing the secure portal. Certificate seems expired.,Technical Issue,Low,2025-12-15 11:08:54
183,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once.,Feature Request,Critical,2025-11-17 17:08:54
184,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct. This is urgent.,Technical Issue,High,2025-10-02 06:08:54
185,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,High,2025-12-05 12:08:54
186,Data not saving correctly,"When I fill out the form and click save, the data disappears. This is very frustrating. I've tried troubleshooting but nothing works.",Bug Report,Critical,2025-10-21 12:08:54
187,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers. Please help as soon as possible.,Bug Report,Critical,2025-11-12 09:08:54
188,Payment method update,I need to update my payment method. My credit card expired and I want to use a new one.,Billing Inquiry,Critical,2025-11-27 09:08:54
189,Add dark mode option,Please add a dark mode theme option. It would be easier on the eyes during night work.,Feature Request,Medium,2025-10-18 05:08:54
190,API integration problem,The API integration is not working properly. Getting 500 errors when making requests. Thank you for your assistance.,Technical Issue,High,2025-10-26 12:08:54
191,Error message appearing repeatedly,I keep getting an error message 'Connection timeout' even though my internet is working fine.,Bug Report,Critical,2025-10-19 22:08:54
192,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,High,2025-12-12 10:08:54
193,Performance degradation,The system has become very slow recently. Response times have increased significantly.,Technical Issue,High,2025-12-07 20:08:54
194,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,Critical,2025-10-25 04:08:54
195,Permission access problem,I should have admin access but I'm only seeing user-level permissions. Please fix this.,Account Management,High,2025-12-08 07:08:54
196,Error message appearing repeatedly,I keep getting an error message 'Connection timeout' even though my internet is working fine.,Bug Report,Medium,2025-12-15 20:08:54
197,Feature broken after update,The export feature stopped working after the recent update. It was working fine before.,Bug Report,Medium,2025-12-09 23:08:54
198,Request for mobile app,It would be great to have a mobile app version. Many users work on the go. Please help as soon as possible.,Feature Request,High,2025-10-21 22:08:54
199,Request for mobile app,It would be great to have a mobile app version. Many users work on the go.,Feature Request,Low,2025-12-12 23:08:54
200,Account deletion request,I want to delete my account permanently. Please guide me through the process. This is affecting my work.,Account Management,High,2025-10-29 06:08:54
201,Account deletion request,I want to delete my account permanently. Please guide me through the process. This is urgent.,Account Management,High,2025-10-14 23:08:54
202,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available.,Feature Request,High,2025-12-03 12:08:54
203,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,Medium,2025-12-02 13:08:54
204,Error message appearing repeatedly,I keep getting an error message 'Connection timeout' even though my internet is working fine. Please help as soon as possible.,Bug Report,High,2025-09-25 02:08:54
205,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update.",Bug Report,Medium,2025-11-29 21:08:54
206,Refund request,I canceled my subscription last month but haven't received a refund yet. When can I expect it?,Billing Inquiry,Medium,2025-11-20 16:08:54
207,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,High,2025-10-11 06:08:54
208,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,High,2025-12-13 16:08:54
209,Invoice download issue,I'm unable to download my invoice. The download link doesn't work.,Billing Inquiry,Medium,2025-11-21 00:08:54
210,Database connection timeout,Experiencing frequent database connection timeouts. This is affecting our operations.,Technical Issue,Critical,2025-10-20 08:08:54
211,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,Low,2025-10-11 03:08:54
212,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update.",Bug Report,High,2025-10-05 14:08:54
213,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong. This is urgent.,Account Management,Low,2025-12-17 12:08:54
214,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,Medium,2025-10-30 16:08:54
215,Account deletion request,I want to delete my account permanently. Please guide me through the process. Please help as soon as possible.,Account Management,High,2025-11-02 07:08:54
216,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,High,2025-10-31 10:08:54
217,Permission access problem,I should have admin access but I'm only seeing user-level permissions. Please fix this. Thank you for your assistance.,Account Management,Medium,2025-11-20 06:08:54
218,Performance degradation,The system has become very slow recently. Response times have increased significantly.,Technical Issue,High,2025-10-20 10:08:54
219,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,Low,2025-12-03 22:08:54
220,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,High,2025-11-17 01:08:54
221,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update.",Bug Report,Medium,2025-11-25 17:08:54
222,Refund request,I canceled my subscription last month but haven't received a refund yet. When can I expect it?,Billing Inquiry,Low,2025-10-12 01:08:54
223,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available. I've tried troubleshooting but nothing works.,Feature Request,Low,2025-11-18 09:08:54
224,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur. I've tried troubleshooting but nothing works.,Billing Inquiry,Low,2025-11-12 06:08:54
225,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,High,2025-12-01 05:08:54
226,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers. Please help as soon as possible.,Bug Report,Low,2025-11-01 19:08:54
227,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,Low,2025-11-03 17:08:54
228,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong. Please help as soon as possible.,Account Management,Critical,2025-09-24 00:08:54
229,Error message appearing repeatedly,I keep getting an error message 'Connection timeout' even though my internet is working fine.,Bug Report,Critical,2025-12-03 15:08:54
230,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once. Please help as soon as possible.,Feature Request,Medium,2025-11-03 11:08:54
231,Feature broken after update,The export feature stopped working after the recent update. It was working fine before.,Bug Report,Critical,2025-12-22 11:08:54
232,Account deletion request,I want to delete my account permanently. Please guide me through the process.,Account Management,Low,2025-10-15 09:08:54
233,Database connection timeout,Experiencing frequent database connection timeouts. This is affecting our operations.,Technical Issue,High,2025-10-26 03:08:54
234,Refund request,I canceled my subscription last month but haven't received a refund yet. When can I expect it?,Billing Inquiry,Medium,2025-12-13 15:08:54
235,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct. Please help as soon as possible.,Technical Issue,Critical,2025-11-24 20:08:54
236,Add dark mode option,Please add a dark mode theme option. It would be easier on the eyes during night work.,Feature Request,High,2025-12-14 20:08:54
237,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong. Please help as soon as possible.,Account Management,Low,2025-11-25 23:08:54
238,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct.,Technical Issue,High,2025-10-24 15:08:54
239,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain? This is urgent.,Billing Inquiry,Medium,2025-11-18 07:08:54
240,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available.,Feature Request,Medium,2025-10-03 13:08:54
241,Add dark mode option,Please add a dark mode theme option. It would be easier on the eyes during night work.,Feature Request,High,2025-10-12 03:08:54
242,Add dark mode option,Please add a dark mode theme option. It would be easier on the eyes during night work.,Feature Request,Critical,2025-09-29 08:08:54
243,SSL certificate issue,There's an SSL certificate error when accessing the secure portal. Certificate seems expired.,Technical Issue,High,2025-10-02 17:08:54
244,Performance degradation,The system has become very slow recently. Response times have increased significantly.,Technical Issue,Low,2025-12-20 02:08:54
245,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,Critical,2025-11-09 07:08:54
246,Update profile information,I need to update my profile information but the save button is not working. This is urgent.,Account Management,High,2025-12-02 12:08:54
247,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,Medium,2025-09-26 18:08:54
248,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update.",Bug Report,High,2025-12-15 17:08:54
249,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,High,2025-12-15 04:08:54
250,SSL certificate issue,There's an SSL certificate error when accessing the secure portal. Certificate seems expired.,Technical Issue,Critical,2025-10-29 21:08:54
251,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update. Thank you for your assistance.",Bug Report,High,2025-09-29 21:08:54
252,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,High,2025-12-11 12:08:54
253,Database connection timeout,Experiencing frequent database connection timeouts. This is affecting our operations.,Technical Issue,High,2025-12-05 03:08:54
254,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available.,Feature Request,Low,2025-11-29 00:08:54
255,Database connection timeout,Experiencing frequent database connection timeouts. This is affecting our operations.,Technical Issue,High,2025-12-23 04:08:54
256,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct. I've tried troubleshooting but nothing works.,Technical Issue,Critical,2025-10-06 21:08:54
257,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,Medium,2025-11-30 23:08:54
258,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong.,Account Management,High,2025-10-03 09:08:54
259,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,Low,2025-09-29 06:08:54
260,Customizable dashboard,Please allow users to customize their dashboard layout and widgets.,Feature Request,High,2025-12-19 09:08:54
261,Request for mobile app,It would be great to have a mobile app version. Many users work on the go.,Feature Request,High,2025-12-23 05:08:54
262,Feature broken after update,The export feature stopped working after the recent update. It was working fine before. Please help as soon as possible.,Bug Report,Critical,2025-12-13 05:08:54
263,API integration problem,The API integration is not working properly. Getting 500 errors when making requests. Thank you for your assistance.,Technical Issue,High,2025-11-17 02:08:54
264,Feature broken after update,The export feature stopped working after the recent update. It was working fine before.,Bug Report,High,2025-10-22 08:08:54
265,Update profile information,I need to update my profile information but the save button is not working. Please help as soon as possible.,Account Management,Medium,2025-11-17 05:08:54
266,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong.,Account Management,Critical,2025-11-07 22:08:54
267,Payment method update,I need to update my payment method. My credit card expired and I want to use a new one.,Billing Inquiry,Medium,2025-12-16 15:08:54
268,Update profile information,I need to update my profile information but the save button is not working.,Account Management,Medium,2025-10-26 22:08:54
269,Refund request,I canceled my subscription last month but haven't received a refund yet. When can I expect it?,Billing Inquiry,Critical,2025-10-23 03:08:54
270,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,High,2025-11-02 17:08:54
271,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,High,2025-10-15 07:08:54
272,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,Critical,2025-12-05 20:08:54
273,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once.,Feature Request,Medium,2025-11-10 04:08:54
274,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct.,Technical Issue,High,2025-12-17 04:08:54
275,Permission access problem,I should have admin access but I'm only seeing user-level permissions. Please fix this. I've tried troubleshooting but nothing works.,Account Management,Medium,2025-10-27 05:08:54
276,API integration problem,The API integration is not working properly. Getting 500 errors when making requests.,Technical Issue,Critical,2025-10-26 03:08:54
277,Customizable dashboard,Please allow users to customize their dashboard layout and widgets.,Feature Request,Low,2025-11-09 22:08:54
278,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update.",Bug Report,Critical,2025-11-10 20:08:54
279,Update profile information,I need to update my profile information but the save button is not working. I've tried troubleshooting but nothing works.,Account Management,High,2025-10-31 12:08:54
280,Payment method update,I need to update my payment method. My credit card expired and I want to use a new one. This is affecting my work.,Billing Inquiry,High,2025-11-05 16:08:54
281,Error message appearing repeatedly,I keep getting an error message 'Connection timeout' even though my internet is working fine.,Bug Report,Critical,2025-11-23 09:08:54
282,Add dark mode option,Please add a dark mode theme option. It would be easier on the eyes during night work.,Feature Request,Low,2025-11-13 10:08:54
283,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,High,2025-11-23 11:08:54
284,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available.,Feature Request,High,2025-10-08 12:08:54
285,Invoice download issue,I'm unable to download my invoice. The download link doesn't work.,Billing Inquiry,Low,2025-09-26 23:08:54
286,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct.,Technical Issue,Critical,2025-09-30 12:08:54
287,Request for mobile app,It would be great to have a mobile app version. Many users work on the go.,Feature Request,Medium,2025-12-20 10:08:54
288,Permission access problem,I should have admin access but I'm only seeing user-level permissions. Please fix this.,Account Management,High,2025-10-11 08:08:54
289,Refund request,I canceled my subscription last month but haven't received a refund yet. When can I expect it?,Billing Inquiry,Medium,2025-10-01 19:08:54
290,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain? This is urgent.,Billing Inquiry,Critical,2025-10-28 04:08:54
291,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once.,Feature Request,High,2025-10-19 09:08:54
292,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct.,Technical Issue,High,2025-12-09 10:08:54
293,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers. Please help as soon as possible.,Bug Report,Critical,2025-11-19 15:08:54
294,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once.,Feature Request,Critical,2025-11-11 03:08:54
295,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update.",Bug Report,High,2025-12-17 03:08:54
296,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,Critical,2025-10-30 20:08:54
297,Feature broken after update,The export feature stopped working after the recent update. It was working fine before. Thank you for your assistance.,Bug Report,Low,2025-11-07 12:08:54
298,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,High,2025-12-21 03:08:54
299,Invoice download issue,I'm unable to download my invoice. The download link doesn't work. Please help as soon as possible.,Billing Inquiry,Low,2025-11-05 19:08:54
300,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,Medium,2025-12-08 21:08:54
301,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,Critical,2025-11-09 21:08:54
302,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,Critical,2025-11-28 06:08:54
303,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once.,Feature Request,Low,2025-12-13 05:08:54
304,Invoice download issue,I'm unable to download my invoice. The download link doesn't work. Thank you for your assistance.,Billing Inquiry,Low,2025-10-25 13:08:54
305,Update profile information,I need to update my profile information but the save button is not working. Please help as soon as possible.,Account Management,High,2025-09-24 07:08:54
306,Error message appearing repeatedly,I keep getting an error message 'Connection timeout' even though my internet is working fine. Thank you for your assistance.,Bug Report,High,2025-11-10 14:08:54
307,SSL certificate issue,There's an SSL certificate error when accessing the secure portal. Certificate seems expired.,Technical Issue,High,2025-11-11 22:08:54
308,Add dark mode option,Please add a dark mode theme option. It would be easier on the eyes during night work.,Feature Request,Low,2025-11-27 18:08:54
309,Update profile information,I need to update my profile information but the save button is not working.,Account Management,High,2025-12-11 18:08:54
310,Bulk actions request,It would be helpful to have bulk selection and actions for managing multiple items at once.,Feature Request,High,2025-10-20 16:08:54
311,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,High,2025-11-05 21:08:54
312,Invoice download issue,I'm unable to download my invoice. The download link doesn't work. Please help as soon as possible.,Billing Inquiry,Medium,2025-10-19 07:08:54
313,Application crashes when opening reports,"Every time I try to open the monthly report, the application crashes. This started happening after the last update.",Bug Report,Medium,2025-11-06 13:08:54
314,SSL certificate issue,There's an SSL certificate error when accessing the secure portal. Certificate seems expired.,Technical Issue,Critical,2025-11-23 05:08:54
315,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong. I've tried troubleshooting but nothing works.,Account Management,High,2025-09-26 01:08:54
316,Data not saving correctly,"When I fill out the form and click save, the data disappears. This is very frustrating. Thank you for your assistance.",Bug Report,Medium,2025-12-07 05:08:54
317,Question about invoice charges,I received an invoice but I don't understand some of the charges. Can someone explain?,Billing Inquiry,Low,2025-10-22 12:08:54
318,Account access issue,I can't access my account. It says my account is locked. I haven't done anything wrong. I've tried troubleshooting but nothing works.,Account Management,Medium,2025-11-21 17:08:54
319,Data not saving correctly,"When I fill out the form and click save, the data disappears. This is very frustrating.",Bug Report,High,2025-12-11 13:08:54
320,Invoice download issue,I'm unable to download my invoice. The download link doesn't work.,Billing Inquiry,Medium,2025-11-04 23:08:54
321,Request for mobile app,It would be great to have a mobile app version. Many users work on the go.,Feature Request,Low,2025-12-02 06:08:54
322,Cannot connect to server,I'm unable to connect to the server. Getting connection refused errors. Firewall settings are correct.,Technical Issue,Medium,2025-11-28 17:08:54
323,Password reset request,I forgot my password and need to reset it. The reset link in email is not working.,Account Management,Low,2025-09-30 13:08:54
324,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,Medium,2025-12-12 05:08:54
325,Account deletion request,I want to delete my account permanently. Please guide me through the process.,Account Management,Medium,2025-11-18 21:08:54
326,Export to Excel feature,Could you add an option to export reports directly to Excel format? Currently only PDF is available.,Feature Request,Critical,2025-10-31 04:08:54
327,Login button not responding,The login button on the homepage doesn't respond when clicked. I've tried multiple browsers.,Bug Report,High,2025-10-05 11:08:54
328,Update profile information,I need to update my profile information but the save button is not working.,Account Management,High,2025-11-06 20:08:54
329,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,Low,2025-12-09 01:08:54
330,Billing cycle question,When does my billing cycle reset? I want to know when the next charge will occur.,Billing Inquiry,Low,2025-11-22 03:08:54
331,Database connection timeout,Experiencing frequent database connection timeouts. This is affecting our operations. This is affecting my work.,Technical Issue,Medium,2025-09-26 18:08:54
